date,tenor,side,rate
1997-06-24,1W,PRIBOR,20.69
1997-06-24,1Y,PRIBID,13.36
1997-06-24,1Y,PRIBOR,17.64
1997-06-24,2M,PRIBID,15.29
1997-06-24,2M,PRIBOR,19.81
1997-06-24,2W,PRIBID,15.65
1997-06-24,2W,PRIBOR,20.69
1997-06-24,3M,PRIBID,15.12
1997-06-24,3M,PRIBOR,19.41
1997-06-24,6M,PRIBID,14.38
1997-06-24,6M,PRIBOR,18.5
1997-06-24,9M,PRIBID,13.73
1997-06-24,9M,PRIBOR,18.03
1997-06-25,1D,PRIBID,18.56
1997-06-25,1D,PRIBOR,21.25
1997-06-25,1M,PRIBID,17.01
1997-06-25,1M,PRIBOR,18.94
1997-06-25,1W,PRIBID,16.9
1997-06-25,1W,PRIBOR,18.86
1997-06-25,1Y,PRIBID,13.44
1997-06-25,1Y,PRIBOR,15.7
1997-06-25,2M,PRIBID,16.6
1997-06-25,2M,PRIBOR,18.66
1997-06-25,2W,PRIBID,16.9
1997-06-25,2W,PRIBOR,18.86
1997-06-25,3M,PRIBID,16.18
1997-06-25,3M,PRIBOR,18.22
1997-06-25,6M,PRIBID,14.61
1997-06-25,6M,PRIBOR,16.6
1997-06-25,9M,PRIBID,13.73
1997-06-25,9M,PRIBOR,15.96
1997-06-26,1D,PRIBID,20.2
1997-06-26,1D,PRIBOR,22.63
1997-06-26,1M,PRIBID,17.06
1997-06-26,1M,PRIBOR,18.91
1997-06-26,1W,PRIBID,17.09
1997-06-26,1W,PRIBOR,18.98
1997-06-26,1Y,PRIBID,13.63
1997-06-26,1Y,PRIBOR,15.76
1997-06-26,2M,PRIBID,16.48
1997-06-26,2M,PRIBOR,18.47
1997-06-26,2W,PRIBID,16.99
1997-06-26,2W,PRIBOR,18.96
1997-06-26,3M,PRIBID,16.51
1997-06-26,3M,PRIBOR,18.48
1997-06-26,6M,PRIBID,14.72
1997-06-26,6M,PRIBOR,16.74
1997-06-26,9M,PRIBID,14.06
1997-06-26,9M,PRIBOR,16.28
1997-06-27,1D,PRIBID,17.19
1997-06-27,1D,PRIBOR,19.28
1997-06-27,1M,PRIBID,18.31
1997-06-27,1M,PRIBOR,20.56
1997-06-27,1W,PRIBID,18.31
1997-06-27,1W,PRIBOR,20.78
1997-06-27,1Y,PRIBID,14.56
1997-06-27,1Y,PRIBOR,17.96
1997-06-27,2M,PRIBID,17.28
1997-06-27,2M,PRIBOR,19.53
1997-06-27,2W,PRIBID,18.19
1997-06-27,2W,PRIBOR,20.69
1997-06-27,3M,PRIBID,16.98
1997-06-27,3M,PRIBOR,19.26
1997-06-27,6M,PRIBID,15.43
1997-06-27,6M,PRIBOR,17.85
1997-06-27,9M,PRIBID,14.77
1997-06-27,9M,PRIBOR,17.24
1997-06-30,1D,PRIBID,11.25
1997-06-30,1D,PRIBOR,13.98
1997-06-30,1M,PRIBID,18.48
1997-06-30,1M,PRIBOR,20.78
1997-06-30,1W,PRIBID,18.38
1997-06-30,1W,PRIBOR,20.97
1997-06-30,1Y,PRIBID,14.76
1997-06-30,1Y,PRIBOR,17.26
1997-06-30,2M,PRIBID,17.56
1997-06-30,2M,PRIBOR,19.89
1997-06-30,2W,PRIBID,18.38
1997-06-30,2W,PRIBOR,20.81
1997-06-30,3M,PRIBID,17.17
1997-06-30,3M,PRIBOR,19.58
1997-06-30,6M,PRIBID,15.66
1997-06-30,6M,PRIBOR,18.04
1997-06-30,9M,PRIBID,15.26
1997-06-30,9M,PRIBOR,17.76
1997-07-01,1D,PRIBID,17.12
1997-07-01,1D,PRIBOR,19.03
1997-07-01,1M,PRIBID,17.34
1997-07-01,1M,PRIBOR,19.28
1997-07-01,1W,PRIBID,17.16
1997-07-01,1W,PRIBOR,19.06
1997-07-01,1Y,PRIBID,14.36
1997-07-01,1Y,PRIBOR,16.61
1997-07-01,2M,PRIBID,17.22
1997-07-01,2M,PRIBOR,19.18
1997-07-01,2W,PRIBID,17.19
1997-07-01,2W,PRIBOR,19.09
1997-07-01,3M,PRIBID,16.8
1997-07-01,3M,PRIBOR,18.79
1997-07-01,6M,PRIBID,15.38
1997-07-01,6M,PRIBOR,17.6
1997-07-01,9M,PRIBID,14.72
1997-07-01,9M,PRIBOR,16.93
1997-07-02,1D,PRIBID,12.71
1997-07-02,1D,PRIBOR,14.72
1997-07-02,1M,PRIBID,17.15
1997-07-02,1M,PRIBOR,19.08
1997-07-02,1W,PRIBID,17.27
1997-07-02,1W,PRIBOR,19.25
1997-07-02,1Y,PRIBID,14.3
1997-07-02,1Y,PRIBOR,16.41
1997-07-02,2M,PRIBID,16.93
1997-07-02,2M,PRIBOR,18.84
1997-07-02,2W,PRIBID,17.23
1997-07-02,2W,PRIBOR,19.11
1997-07-02,3M,PRIBID,16.73
1997-07-02,3M,PRIBOR,18.6
1997-07-02,6M,PRIBID,15.36
1997-07-02,6M,PRIBOR,17.5
1997-07-02,9M,PRIBID,14.42
1997-07-02,9M,PRIBOR,16.54
1997-07-03,1D,PRIBID,16.14
1997-07-03,1D,PRIBOR,17.81
1997-07-03,1M,PRIBID,17.23
1997-07-03,1M,PRIBOR,19.04
1997-07-03,1W,PRIBID,17.18
1997-07-03,1W,PRIBOR,18.99
1997-07-03,1Y,PRIBID,14.42
1997-07-03,1Y,PRIBOR,16.55
1997-07-03,2M,PRIBID,16.89
1997-07-03,2M,PRIBOR,18.69
1997-07-03,2W,PRIBID,17.22
1997-07-03,2W,PRIBOR,18.97
1997-07-03,3M,PRIBID,16.64
1997-07-03,3M,PRIBOR,18.46
1997-07-03,6M,PRIBID,15.34
1997-07-03,6M,PRIBOR,17.31
1997-07-03,9M,PRIBID,14.8
1997-07-03,9M,PRIBOR,16.79
1997-07-04,1D,PRIBID,15.7
1997-07-04,1D,PRIBOR,17.23
1997-07-04,1M,PRIBID,17.04
1997-07-04,1M,PRIBOR,18.77
1997-07-04,1W,PRIBID,16.86
1997-07-04,1W,PRIBOR,18.45
1997-07-04,1Y,PRIBID,14.41
1997-07-04,1Y,PRIBOR,16.52
1997-07-04,2M,PRIBID,16.69
1997-07-04,2M,PRIBOR,18.41
1997-07-04,2W,PRIBID,16.88
1997-07-04,2W,PRIBOR,18.47
1997-07-04,3M,PRIBID,16.47
1997-07-04,3M,PRIBOR,18.28
1997-07-04,6M,PRIBID,15.24
1997-07-04,6M,PRIBOR,17.2
1997-07-04,9M,PRIBID,14.72
1997-07-04,9M,PRIBOR,16.71
1997-07-07,1D,PRIBID,14.5
1997-07-07,1D,PRIBOR,16.04
1997-07-07,1M,PRIBID,15.55
1997-07-07,1M,PRIBOR,17.39
1997-07-07,1W,PRIBID,15.55
1997-07-07,1W,PRIBOR,17.42
1997-07-07,1Y,PRIBID,14.18
1997-07-07,1Y,PRIBOR,16.16
1997-07-07,2M,PRIBID,15.45
1997-07-07,2M,PRIBOR,17.31
1997-07-07,2W,PRIBID,15.56
1997-07-07,2W,PRIBOR,17.43
1997-07-07,3M,PRIBID,15.11
1997-07-07,3M,PRIBOR,16.99
1997-07-07,6M,PRIBID,14.65
1997-07-07,6M,PRIBOR,16.6
1997-07-07,9M,PRIBID,14.25
1997-07-07,9M,PRIBOR,16.3
1997-07-08,1D,PRIBID,14.89
1997-07-08,1D,PRIBOR,16.2
1997-07-08,1M,PRIBID,15.13
1997-07-08,1M,PRIBOR,16.87
1997-07-08,1W,PRIBID,15.16
1997-07-08,1W,PRIBOR,16.86
1997-07-08,1Y,PRIBID,13.84
1997-07-08,1Y,PRIBOR,15.79
1997-07-08,2M,PRIBID,15.0
1997-07-08,2M,PRIBOR,16.79
1997-07-08,2W,PRIBID,15.18
1997-07-08,2W,PRIBOR,16.93
1997-07-08,3M,PRIBID,14.74
1997-07-08,3M,PRIBOR,16.57
1997-07-08,6M,PRIBID,14.39
1997-07-08,6M,PRIBOR,16.31
1997-07-08,9M,PRIBID,13.93
1997-07-08,9M,PRIBOR,15.89
1997-07-09,1D,PRIBID,15.13
1997-07-09,1D,PRIBOR,16.29
1997-07-09,1M,PRIBID,14.91
1997-07-09,1M,PRIBOR,16.41
1997-07-09,1W,PRIBID,15.08
1997-07-09,1W,PRIBOR,16.65
1997-07-09,1Y,PRIBID,13.73
1997-07-09,1Y,PRIBOR,15.57
1997-07-09,2M,PRIBID,14.76
1997-07-09,2M,PRIBOR,16.39
1997-07-09,2W,PRIBID,15.18
1997-07-09,2W,PRIBOR,16.68
1997-07-09,3M,PRIBID,14.71
1997-07-09,3M,PRIBOR,16.37
1997-07-09,6M,PRIBID,14.33
1997-07-09,6M,PRIBOR,16.11
1997-07-09,9M,PRIBID,13.86
1997-07-09,9M,PRIBOR,15.76
1997-07-10,1D,PRIBID,15.34
1997-07-10,1D,PRIBOR,16.57
1997-07-10,1M,PRIBID,15.69
1997-07-10,1M,PRIBOR,17.15
1997-07-10,1W,PRIBID,15.51
1997-07-10,1W,PRIBOR,17.05
1997-07-10,1Y,PRIBID,13.8
1997-07-10,1Y,PRIBOR,15.59
1997-07-10,2M,PRIBID,15.56
1997-07-10,2M,PRIBOR,17.17
1997-07-10,2W,PRIBID,15.65
1997-07-10,2W,PRIBOR,17.15
1997-07-10,3M,PRIBID,15.33
1997-07-10,3M,PRIBOR,17.07
1997-07-10,6M,PRIBID,14.68
1997-07-10,6M,PRIBOR,16.39
1997-07-10,9M,PRIBID,14.06
1997-07-10,9M,PRIBOR,15.9
1997-07-11,1D,PRIBID,16.1
1997-07-11,1D,PRIBOR,18.69
1997-07-11,1M,PRIBID,17.54
1997-07-11,1M,PRIBOR,22.7
1997-07-11,1W,PRIBID,17.06
1997-07-11,1W,PRIBOR,22.88
1997-07-11,1Y,PRIBID,13.68
1997-07-11,1Y,PRIBOR,17.21
1997-07-11,2M,PRIBID,16.19
1997-07-11,2M,PRIBOR,21.92
1997-07-11,2W,PRIBID,17.06
1997-07-11,2W,PRIBOR,22.88
1997-07-11,3M,PRIBID,15.5
1997-07-11,3M,PRIBOR,20.8
1997-07-11,6M,PRIBID,15.05
1997-07-11,6M,PRIBOR,19.29
1997-07-11,9M,PRIBID,13.81
1997-07-11,9M,PRIBOR,17.98
1997-07-14,1D,PRIBID,11.57
1997-07-14,1D,PRIBOR,15.36
1997-07-14,1M,PRIBID,16.63
1997-07-14,1M,PRIBOR,20.82
1997-07-14,1W,PRIBID,16.43
1997-07-14,1W,PRIBOR,21.07
1997-07-14,1Y,PRIBID,13.88
1997-07-14,1Y,PRIBOR,16.89
1997-07-14,2M,PRIBID,15.99
1997-07-14,2M,PRIBOR,20.3
1997-07-14,2W,PRIBID,16.37
1997-07-14,2W,PRIBOR,20.95
1997-07-14,3M,PRIBID,15.77
1997-07-14,3M,PRIBOR,19.32
1997-07-14,6M,PRIBID,15.47
1997-07-14,6M,PRIBOR,18.27
1997-07-14,9M,PRIBID,13.94
1997-07-14,9M,PRIBOR,17.13
1997-07-15,1D,PRIBID,10.88
1997-07-15,1D,PRIBOR,12.57
1997-07-15,1M,PRIBID,15.68
1997-07-15,1M,PRIBOR,17.78
1997-07-15,1W,PRIBID,15.49
1997-07-15,1W,PRIBOR,17.46
1997-07-15,1Y,PRIBID,14.01
1997-07-15,1Y,PRIBOR,16.29
1997-07-15,2M,PRIBID,15.59
1997-07-15,2M,PRIBOR,17.6
1997-07-15,2W,PRIBID,15.47
1997-07-15,2W,PRIBOR,17.5
1997-07-15,3M,PRIBID,15.31
1997-07-15,3M,PRIBOR,17.31
1997-07-15,6M,PRIBID,14.73
1997-07-15,6M,PRIBOR,16.81
1997-07-15,9M,PRIBID,14.07
1997-07-15,9M,PRIBOR,16.39
1997-07-16,1D,PRIBID,11.03
1997-07-16,1D,PRIBOR,12.94
1997-07-16,1M,PRIBID,15.26
1997-07-16,1M,PRIBOR,17.13
1997-07-16,1W,PRIBID,15.2
1997-07-16,1W,PRIBOR,17.01
1997-07-16,1Y,PRIBID,13.91
1997-07-16,1Y,PRIBOR,16.01
1997-07-16,2M,PRIBID,15.13
1997-07-16,2M,PRIBOR,17.11
1997-07-16,2W,PRIBID,15.25
1997-07-16,2W,PRIBOR,17.06
1997-07-16,3M,PRIBID,15.05
1997-07-16,3M,PRIBOR,16.88
1997-07-16,6M,PRIBID,14.66
1997-07-16,6M,PRIBOR,16.59
1997-07-16,9M,PRIBID,13.97
1997-07-16,9M,PRIBOR,16.05
1997-07-17,1D,PRIBID,15.28
1997-07-17,1D,PRIBOR,16.83
1997-07-17,1M,PRIBID,15.29
1997-07-17,1M,PRIBOR,16.94
1997-07-17,1W,PRIBID,15.29
1997-07-17,1W,PRIBOR,16.96
1997-07-17,1Y,PRIBID,14.04
1997-07-17,1Y,PRIBOR,15.9
1997-07-17,2M,PRIBID,15.24
1997-07-17,2M,PRIBOR,16.93
1997-07-17,2W,PRIBID,15.32
1997-07-17,2W,PRIBOR,17.0
1997-07-17,3M,PRIBID,15.07
1997-07-17,3M,PRIBOR,16.69
1997-07-17,6M,PRIBID,14.75
1997-07-17,6M,PRIBOR,16.42
1997-07-17,9M,PRIBID,14.14
1997-07-17,9M,PRIBOR,15.98
1997-07-18,1D,PRIBID,15.33
1997-07-18,1D,PRIBOR,16.88
1997-07-18,1M,PRIBID,15.54
1997-07-18,1M,PRIBOR,17.18
1997-07-18,1W,PRIBID,15.47
1997-07-18,1W,PRIBOR,17.08
1997-07-18,1Y,PRIBID,14.09
1997-07-18,1Y,PRIBOR,15.93
1997-07-18,2M,PRIBID,15.46
1997-07-18,2M,PRIBOR,17.1
1997-07-18,2W,PRIBID,15.51
1997-07-18,2W,PRIBOR,17.11
1997-07-18,3M,PRIBID,15.4
1997-07-18,3M,PRIBOR,17.01
1997-07-18,6M,PRIBID,15.05
1997-07-18,6M,PRIBOR,16.68
1997-07-18,9M,PRIBID,14.18
1997-07-18,9M,PRIBOR,16.06
1997-07-21,1D,PRIBID,12.74
1997-07-21,1D,PRIBOR,14.5
1997-07-21,1M,PRIBID,15.58
1997-07-21,1M,PRIBOR,17.07
1997-07-21,1W,PRIBID,15.55
1997-07-21,1W,PRIBOR,17.07
1997-07-21,1Y,PRIBID,14.13
1997-07-21,1Y,PRIBOR,15.9
1997-07-21,2M,PRIBID,15.53
1997-07-21,2M,PRIBOR,17.01
1997-07-21,2W,PRIBID,15.52
1997-07-21,2W,PRIBOR,17.05
1997-07-21,3M,PRIBID,15.48
1997-07-21,3M,PRIBOR,16.95
1997-07-21,6M,PRIBID,15.05
1997-07-21,6M,PRIBOR,16.61
1997-07-21,9M,PRIBID,14.27
1997-07-21,9M,PRIBOR,16.05
1997-07-22,1D,PRIBID,14.0
1997-07-22,1D,PRIBOR,15.25
1997-07-22,1M,PRIBID,15.35
1997-07-22,1M,PRIBOR,16.78
1997-07-22,1W,PRIBID,15.36
1997-07-22,1W,PRIBOR,16.79
1997-07-22,1Y,PRIBID,14.11
1997-07-22,1Y,PRIBOR,15.82
1997-07-22,2M,PRIBID,15.34
1997-07-22,2M,PRIBOR,16.75
1997-07-22,2W,PRIBID,15.36
1997-07-22,2W,PRIBOR,16.79
1997-07-22,3M,PRIBID,15.18
1997-07-22,3M,PRIBOR,16.53
1997-07-22,6M,PRIBID,14.89
1997-07-22,6M,PRIBOR,16.42
1997-07-22,9M,PRIBID,14.3
1997-07-22,9M,PRIBOR,16.05
1997-07-23,1D,PRIBID,13.65
1997-07-23,1D,PRIBOR,14.71
1997-07-23,1M,PRIBID,14.76
1997-07-23,1M,PRIBOR,15.85
1997-07-23,1W,PRIBID,14.76
1997-07-23,1W,PRIBOR,15.79
1997-07-23,1Y,PRIBID,13.88
1997-07-23,1Y,PRIBOR,15.52
1997-07-23,2M,PRIBID,14.72
1997-07-23,2M,PRIBOR,15.85
1997-07-23,2W,PRIBID,14.73
1997-07-23,2W,PRIBOR,15.77
1997-07-23,3M,PRIBID,14.55
1997-07-23,3M,PRIBOR,15.69
1997-07-23,6M,PRIBID,14.28
1997-07-23,6M,PRIBOR,15.59
1997-07-23,9M,PRIBID,14.03
1997-07-23,9M,PRIBOR,15.54
1997-07-24,1D,PRIBID,14.4
1997-07-24,1D,PRIBOR,15.2
1997-07-24,1M,PRIBID,14.69
1997-07-24,1M,PRIBOR,15.64
1997-07-24,1W,PRIBID,14.63
1997-07-24,1W,PRIBOR,15.64
1997-07-24,1Y,PRIBID,13.88
1997-07-24,1Y,PRIBOR,15.12
1997-07-24,2M,PRIBID,14.63
1997-07-24,2M,PRIBOR,15.61
1997-07-24,2W,PRIBID,14.66
1997-07-24,2W,PRIBOR,15.66
1997-07-24,3M,PRIBID,14.53
1997-07-24,3M,PRIBOR,15.48
1997-07-24,6M,PRIBID,14.38
1997-07-24,6M,PRIBOR,15.43
1997-07-24,9M,PRIBID,14.09
1997-07-24,9M,PRIBOR,15.27
1997-07-25,1D,PRIBID,12.72
1997-07-25,1D,PRIBOR,13.96
1997-07-25,1M,PRIBID,14.68
1997-07-25,1M,PRIBOR,15.63
1997-07-25,1W,PRIBID,14.61
1997-07-25,1W,PRIBOR,15.6
1997-07-25,1Y,PRIBID,13.82
1997-07-25,1Y,PRIBOR,15.13
1997-07-25,2M,PRIBID,14.69
1997-07-25,2M,PRIBOR,15.64
1997-07-25,2W,PRIBID,14.64
1997-07-25,2W,PRIBOR,15.63
1997-07-25,3M,PRIBID,14.66
1997-07-25,3M,PRIBOR,15.5
1997-07-25,6M,PRIBID,14.44
1997-07-25,6M,PRIBOR,15.36
1997-07-25,9M,PRIBID,14.0
1997-07-25,9M,PRIBOR,15.25
1997-07-28,1D,PRIBID,14.16
1997-07-28,1D,PRIBOR,14.97
1997-07-28,1M,PRIBID,14.5
1997-07-28,1M,PRIBOR,15.45
1997-07-28,1W,PRIBID,14.49
1997-07-28,1W,PRIBOR,15.43
1997-07-28,1Y,PRIBID,13.67
1997-07-28,1Y,PRIBOR,14.97
1997-07-28,2M,PRIBID,14.47
1997-07-28,2M,PRIBOR,15.45
1997-07-28,2W,PRIBID,14.49
1997-07-28,2W,PRIBOR,15.44
1997-07-28,3M,PRIBID,14.44
1997-07-28,3M,PRIBOR,15.35
1997-07-28,6M,PRIBID,14.18
1997-07-28,6M,PRIBOR,15.15
1997-07-28,9M,PRIBID,13.91
1997-07-28,9M,PRIBOR,15.05
1997-07-29,1D,PRIBID,11.21
1997-07-29,1D,PRIBOR,12.46
1997-07-29,1M,PRIBID,14.54
1997-07-29,1M,PRIBOR,15.46
1997-07-29,1W,PRIBID,14.48
1997-07-29,1W,PRIBOR,15.43
1997-07-29,1Y,PRIBID,13.8
1997-07-29,1Y,PRIBOR,14.93
1997-07-29,2M,PRIBID,14.49
1997-07-29,2M,PRIBOR,15.43
1997-07-29,2W,PRIBID,14.49
1997-07-29,2W,PRIBOR,15.42
1997-07-29,3M,PRIBID,14.49
1997-07-29,3M,PRIBOR,15.35
1997-07-29,6M,PRIBID,14.18
1997-07-29,6M,PRIBOR,15.14
1997-07-29,9M,PRIBID,13.98
1997-07-29,9M,PRIBOR,15.03
1997-07-30,1D,PRIBID,9.46
1997-07-30,1D,PRIBOR,10.83
1997-07-30,1M,PRIBID,14.56
1997-07-30,1M,PRIBOR,15.41
1997-07-30,1W,PRIBID,14.5
1997-07-30,1W,PRIBOR,15.39
1997-07-30,1Y,PRIBID,13.81
1997-07-30,1Y,PRIBOR,14.94
1997-07-30,2M,PRIBID,14.51
1997-07-30,2M,PRIBOR,15.41
1997-07-30,2W,PRIBID,14.49
1997-07-30,2W,PRIBOR,15.38
1997-07-30,3M,PRIBID,14.55
1997-07-30,3M,PRIBOR,15.37
1997-07-30,6M,PRIBID,14.24
1997-07-30,6M,PRIBOR,15.16
1997-07-30,9M,PRIBID,13.98
1997-07-30,9M,PRIBOR,15.01
1997-07-31,1D,PRIBID,13.74
1997-07-31,1D,PRIBOR,14.38
1997-07-31,1M,PRIBID,14.6
1997-07-31,1M,PRIBOR,15.42
1997-07-31,1W,PRIBID,14.53
1997-07-31,1W,PRIBOR,15.39
1997-07-31,1Y,PRIBID,13.88
1997-07-31,1Y,PRIBOR,14.88
1997-07-31,2M,PRIBID,14.53
1997-07-31,2M,PRIBOR,15.39
1997-07-31,2W,PRIBID,14.5
1997-07-31,2W,PRIBOR,15.36
1997-07-31,3M,PRIBID,14.58
1997-07-31,3M,PRIBOR,15.38
1997-07-31,6M,PRIBID,14.28
1997-07-31,6M,PRIBOR,15.17
1997-07-31,9M,PRIBID,14.01
1997-07-31,9M,PRIBOR,15.0
1997-08-01,1D,PRIBID,13.8
1997-08-01,1D,PRIBOR,14.48
1997-08-01,1M,PRIBID,14.46
1997-08-01,1M,PRIBOR,15.16
1997-08-01,1W,PRIBID,14.38
1997-08-01,1W,PRIBOR,15.13
1997-08-01,1Y,PRIBID,13.86
1997-08-01,1Y,PRIBOR,14.7
1997-08-01,2M,PRIBID,14.39
1997-08-01,2M,PRIBOR,15.18
1997-08-01,2W,PRIBID,14.39
1997-08-01,2W,PRIBOR,15.15
1997-08-01,3M,PRIBID,14.42
1997-08-01,3M,PRIBOR,15.18
1997-08-01,6M,PRIBID,14.2
1997-08-01,6M,PRIBOR,15.02
1997-08-01,9M,PRIBID,13.96
1997-08-01,9M,PRIBOR,14.85
1997-08-04,1D,PRIBID,14.22
1997-08-04,1D,PRIBOR,14.64
1997-08-04,1M,PRIBID,14.27
1997-08-04,1M,PRIBOR,14.93
1997-08-04,1W,PRIBID,14.29
1997-08-04,1W,PRIBOR,14.92
1997-08-04,1Y,PRIBID,13.7
1997-08-04,1Y,PRIBOR,14.46
1997-08-04,2M,PRIBID,14.28
1997-08-04,2M,PRIBOR,14.92
1997-08-04,2W,PRIBID,14.26
1997-08-04,2W,PRIBOR,14.91
1997-08-04,3M,PRIBID,14.17
1997-08-04,3M,PRIBOR,14.79
1997-08-04,6M,PRIBID,14.01
1997-08-04,6M,PRIBOR,14.78
1997-08-04,9M,PRIBID,13.84
1997-08-04,9M,PRIBOR,14.62
1997-08-05,1D,PRIBID,13.41
1997-08-05,1D,PRIBOR,14.04
1997-08-05,1M,PRIBID,14.18
1997-08-05,1M,PRIBOR,14.76
1997-08-05,1W,PRIBID,14.22
1997-08-05,1W,PRIBOR,14.8
1997-08-05,1Y,PRIBID,13.68
1997-08-05,1Y,PRIBOR,14.37
1997-08-05,2M,PRIBID,14.16
1997-08-05,2M,PRIBOR,14.71
1997-08-05,2W,PRIBID,14.2
1997-08-05,2W,PRIBOR,14.77
1997-08-05,3M,PRIBID,14.16
1997-08-05,3M,PRIBOR,14.73
1997-08-05,6M,PRIBID,14.03
1997-08-05,6M,PRIBOR,14.7
1997-08-05,9M,PRIBID,13.85
1997-08-05,9M,PRIBOR,14.54
1997-08-06,1D,PRIBID,13.36
1997-08-06,1D,PRIBOR,13.9
1997-08-06,1M,PRIBID,14.14
1997-08-06,1M,PRIBOR,14.69
1997-08-06,1W,PRIBID,14.17
1997-08-06,1W,PRIBOR,14.7
1997-08-06,1Y,PRIBID,13.66
1997-08-06,1Y,PRIBOR,14.31
1997-08-06,2M,PRIBID,14.14
1997-08-06,2M,PRIBOR,14.66
1997-08-06,2W,PRIBID,14.14
1997-08-06,2W,PRIBOR,14.71
1997-08-06,3M,PRIBID,14.12
1997-08-06,3M,PRIBOR,14.68
1997-08-06,6M,PRIBID,14.0
1997-08-06,6M,PRIBOR,14.6
1997-08-06,9M,PRIBID,13.86
1997-08-06,9M,PRIBOR,14.51
1997-08-07,1D,PRIBID,13.91
1997-08-07,1D,PRIBOR,14.32
1997-08-07,1M,PRIBID,14.06
1997-08-07,1M,PRIBOR,14.59
1997-08-07,1W,PRIBID,14.08
1997-08-07,1W,PRIBOR,14.63
1997-08-07,1Y,PRIBID,13.57
1997-08-07,1Y,PRIBOR,14.23
1997-08-07,2M,PRIBID,14.05
1997-08-07,2M,PRIBOR,14.56
1997-08-07,2W,PRIBID,14.1
1997-08-07,2W,PRIBOR,14.62
1997-08-07,3M,PRIBID,14.01
1997-08-07,3M,PRIBOR,14.55
1997-08-07,6M,PRIBID,13.86
1997-08-07,6M,PRIBOR,14.4
1997-08-07,9M,PRIBID,13.77
1997-08-07,9M,PRIBOR,14.35
1997-08-08,1D,PRIBID,14.0
1997-08-08,1D,PRIBOR,14.43
1997-08-08,1M,PRIBID,14.12
1997-08-08,1M,PRIBOR,14.63
1997-08-08,1W,PRIBID,14.13
1997-08-08,1W,PRIBOR,14.66
1997-08-08,1Y,PRIBID,13.63
1997-08-08,1Y,PRIBOR,14.26
1997-08-08,2M,PRIBID,14.1
1997-08-08,2M,PRIBOR,14.6
1997-08-08,2W,PRIBID,14.13
1997-08-08,2W,PRIBOR,14.66
1997-08-08,3M,PRIBID,14.11
1997-08-08,3M,PRIBOR,14.65
1997-08-08,6M,PRIBID,13.92
1997-08-08,6M,PRIBOR,14.44
1997-08-08,9M,PRIBID,13.8
1997-08-08,9M,PRIBOR,14.35
1997-08-11,1D,PRIBID,14.06
1997-08-11,1D,PRIBOR,14.46
1997-08-11,1M,PRIBID,14.09
1997-08-11,1M,PRIBOR,14.61
1997-08-11,1W,PRIBID,14.09
1997-08-11,1W,PRIBOR,14.62
1997-08-11,1Y,PRIBID,13.64
1997-08-11,1Y,PRIBOR,14.25
1997-08-11,2M,PRIBID,14.06
1997-08-11,2M,PRIBOR,14.57
1997-08-11,2W,PRIBID,14.1
1997-08-11,2W,PRIBOR,14.62
1997-08-11,3M,PRIBID,14.03
1997-08-11,3M,PRIBOR,14.55
1997-08-11,6M,PRIBID,13.92
1997-08-11,6M,PRIBOR,14.45
1997-08-11,9M,PRIBID,13.8
1997-08-11,9M,PRIBOR,14.34
1997-08-12,1D,PRIBID,13.72
1997-08-12,1D,PRIBOR,14.12
1997-08-12,1M,PRIBID,14.1
1997-08-12,1M,PRIBOR,14.61
1997-08-12,1W,PRIBID,14.1
1997-08-12,1W,PRIBOR,14.61
1997-08-12,1Y,PRIBID,13.66
1997-08-12,1Y,PRIBOR,14.28
1997-08-12,2M,PRIBID,14.07
1997-08-12,2M,PRIBOR,14.58
1997-08-12,2W,PRIBID,14.08
1997-08-12,2W,PRIBOR,14.58
1997-08-12,3M,PRIBID,14.0
1997-08-12,3M,PRIBOR,14.52
1997-08-12,6M,PRIBID,13.95
1997-08-12,6M,PRIBOR,14.5
1997-08-12,9M,PRIBID,13.79
1997-08-12,9M,PRIBOR,14.36
1997-08-13,1D,PRIBID,6.53
1997-08-13,1D,PRIBOR,8.25
1997-08-13,1M,PRIBID,14.11
1997-08-13,1M,PRIBOR,14.61
1997-08-13,1W,PRIBID,14.12
1997-08-13,1W,PRIBOR,14.6
1997-08-13,1Y,PRIBID,13.67
1997-08-13,1Y,PRIBOR,14.28
1997-08-13,2M,PRIBID,14.08
1997-08-13,2M,PRIBOR,14.58
1997-08-13,2W,PRIBID,14.13
1997-08-13,2W,PRIBOR,14.6
1997-08-13,3M,PRIBID,14.0
1997-08-13,3M,PRIBOR,14.52
1997-08-13,6M,PRIBID,13.94
1997-08-13,6M,PRIBOR,14.53
1997-08-13,9M,PRIBID,13.79
1997-08-13,9M,PRIBOR,14.35
1997-08-14,1D,PRIBID,13.79
1997-08-14,1D,PRIBOR,14.17
1997-08-14,1M,PRIBID,14.11
1997-08-14,1M,PRIBOR,14.59
1997-08-14,1W,PRIBID,14.13
1997-08-14,1W,PRIBOR,14.59
1997-08-14,1Y,PRIBID,13.69
1997-08-14,1Y,PRIBOR,14.23
1997-08-14,2M,PRIBID,14.06
1997-08-14,2M,PRIBOR,14.56
1997-08-14,2W,PRIBID,14.12
1997-08-14,2W,PRIBOR,14.58
1997-08-14,3M,PRIBID,13.99
1997-08-14,3M,PRIBOR,14.49
1997-08-14,6M,PRIBID,13.9
1997-08-14,6M,PRIBOR,14.41
1997-08-14,9M,PRIBID,13.79
